vehicles_N,vehicles_S,vehicles_E,vehicles_W,ped_N,ped_S,ped_E,ped_W,emg_N,emg_S,emg_E,emg_W,green_N,green_S,green_E,green_W
10,90,51,28,3,0,3,3,2,2,0,0,20.5,160.0,96.3,54.9
54,64,51,7,1,0,3,3,2,0,2,1,96.7,115.2,94.3,16.1
114,61,160,125,1,0,2,2,2,1,1,0,204.70000000000002,108.8,290.0,228.0
67,55,169,54,1,2,0,1,0,1,3,2,122.10000000000001,101.0,301.2,96.7
40,177,47,36,3,1,0,2,3,2,3,0,73.5,318.1,81.60000000000001,67.8
45,25,4,64,2,1,0,0,1,3,2,1,83.0,43.5,5.2,114.2
64,25,19,36,1,0,3,0,3,2,3,0,113.7,43.0,35.7,64.8
32,58,25,0,1,0,2,0,1,3,1,2,58.1,101.4,47.0,0.0
52,117,27,164,3,3,1,1,3,0,2,1,95.10000000000001,215.1,48.1,295.7
39,33,85,36,3,0,0,3,0,1,3,1,74.7,58.4,150.0,68.3
38,30,136,26,0,1,2,2,0,0,1,0,68.4,55.5,246.8,49.800000000000004
61,53,23,25,2,2,3,1,0,0,3,1,112.8,98.4,42.9,45.5
10,64,39,17,3,3,0,3,0,0,3,0,22.5,119.7,67.2,35.1
100,27,91,124,1,3,0,1,1,3,2,3,180.5,50.1,161.8,221.70000000000002
43,63,17,3,2,2,2,3,2,2,3,3,78.4,114.4,30.6,6.9
119,20,99,23,0,0,1,1,3,3,0,2,211.20000000000002,33.0,179.70000000000002,40.9
68,46,22,36,2,1,3,2,3,0,1,1,122.4,84.3,43.1,66.8
61,0,28,44,0,1,1,0,3,0,1,2,106.8,0.0,50.9,77.2
47,192,199,30,1,1,0,0,3,2,3,3,83.10000000000001,345.1,355.2,51.0
19,17,44,25,3,0,1,1,3,0,2,1,35.7,30.6,78.7,45.5
8,35,5,38,1,0,2,1,1,3,3,3,14.9,60.0,9.0,66.9
64,142,21,175,1,0,2,1,2,3,0,3,114.7,252.6,40.800000000000004,313.5
0,35,1,46,3,1,2,2,2,3,3,1,0.0,61.5,1.7999999999999998,84.8
69,31,2,41,1,1,1,0,1,1,0,3,124.7,56.300000000000004,5.1,70.8
60,10,61,45,0,1,0,3,1,2,3,3,107.0,17.5,106.8,82.5
29,52,33,40,1,3,1,1,2,3,3,0,51.7,95.10000000000001,57.9,73.5
21,1,3,27,2,3,0,0,3,1,2,0,37.800000000000004,5.3,3.4000000000000004,48.6
173,27,192,56,1,2,1,1,0,0,0,2,312.90000000000003,51.6,347.1,100.3
195,163,21,40,1,2,2,3,2,1,3,3,350.5,295.40000000000003,37.800000000000004,73.5
29,1,42,0,3,1,2,1,2,3,2,3,54.7,0.2999999999999998,76.60000000000001,0.0
11,104,24,70,2,3,3,2,1,0,2,0,21.8,191.70000000000002,45.7,129.0
48,36,68,10,3,2,1,2,3,2,2,3,87.9,65.8,121.9,18.0
39,36,39,59,2,3,0,3,1,1,1,1,72.2,68.3,69.2,109.7
122,145,34,44,0,0,0,2,2,3,2,0,217.6,258.0,59.2,82.2
33,17,43,44,0,3,1,0,1,0,3,3,58.4,35.1,75.9,76.2
114,60,29,43,1,3,1,2,0,0,0,2,206.70000000000002,112.5,53.7,78.4
39,15,55,69,1,2,0,2,2,0,0,0,69.7,30.0,99.0,127.2
26,56,63,98,0,0,3,1,2,1,3,2,44.800000000000004,99.8,114.9,175.9
44,5,141,25,3,3,1,1,0,1,3,2,83.7,12.5,252.3,44.5
2,19,42,91,0,0,3,2,2,1,2,3,1.6,33.2,78.10000000000001,163.8
22,49,6,9,2,2,2,0,1,1,3,0,41.6,90.2,10.8,16.2
53,90,59,5,3,2,0,0,1,0,3,3,98.9,165.0,103.2,6.0
52,182,41,57,0,3,0,0,2,1,1,0,91.60000000000001,331.1,72.8,102.60000000000001
19,39,69,28,0,0,1,2,3,3,3,2,31.200000000000003,67.2,122.7,51.4
46,42,49,9,1,3,1,0,1,0,1,2,83.3,80.10000000000001,88.7,14.2
28,37,43,9,2,2,0,2,2,1,2,1,51.4,68.60000000000001,75.4,18.2
28,30,56,180,3,1,0,0,3,3,1,3,51.9,52.5,99.8,321.0
175,13,45,133,2,2,2,1,3,1,2,0,315.0,25.400000000000002,82.0,240.9
20,76,197,43,1,1,3,0,3,0,1,0,34.5,138.3,358.1,77.4
60,40,70,29,2,1,2,3,2,3,3,2,109.0,70.5,126.0,54.7
55,124,40,14,2,2,1,0,1,1,3,2,101.0,225.20000000000002,70.5,23.2
31,6,24,8,3,1,1,0,3,1,2,1,57.300000000000004,11.3,42.7,13.4
50,58,66,24,2,0,1,0,1,1,0,0,92.0,103.4,120.3,43.2
10,2,58,31,3,2,1,0,0,0,3,1,22.5,6.6,102.9,54.800000000000004
5,37,53,43,3,3,2,3,1,0,3,3,12.5,71.10000000000001,95.4,78.9
29,48,145,4,1,2,2,0,1,1,2,1,52.7,88.4,262.0,6.2
43,39,67,62,0,0,2,3,0,1,3,3,77.4,69.2,120.60000000000001,113.10000000000001
44,59,37,26,3,1,3,2,2,1,0,1,81.7,106.7,71.10000000000001,48.800000000000004
35,52,3,159,1,2,0,3,0,1,1,1,64.5,95.60000000000001,4.4,289.7
43,48,51,26,3,0,3,3,0,3,2,3,81.9,83.4,94.3,48.300000000000004
20,64,63,69,1,3,0,1,0,3,1,2,37.5,116.7,112.4,123.7
68,78,11,61,3,3,1,2,1,2,1,2,125.9,142.9,20.3,110.8
22,64,6,66,2,2,3,0,1,0,2,3,41.6,118.2,13.3,115.8
68,2,24,60,2,3,0,2,3,1,1,1,122.4,7.1,42.2,110.0
26,145,63,0,0,3,2,0,1,0,3,2,45.800000000000004,265.5,113.4,0.0
50,32,185,141,3,2,1,2,1,2,2,3,93.5,58.6,332.5,253.8
47,147,15,24,3,1,1,3,3,2,0,2,86.10000000000001,264.1,28.5,45.7
10,32,150,54,3,2,2,3,3,3,0,1,19.5,57.6,273.0,100.7
123,11,20,61,0,1,2,1,2,3,2,0,219.4,18.3,37.0,111.3
24,35,48,67,1,2,3,3,3,1,3,2,41.7,65.0,87.9,123.10000000000001
49,35,58,23,0,2,2,1,3,0,0,1,85.2,66.0,107.4,41.9
58,37,11,46,3,1,1,1,0,3,1,1,108.9,65.10000000000001,20.3,83.3
43,24,25,4,2,0,1,1,0,3,3,2,80.4,40.2,43.5,6.699999999999999
92,60,54,70,3,0,1,0,3,3,1,2,167.1,105.0,97.7,124.0
46,29,131,49,2,0,3,2,3,0,3,2,82.8,52.2,237.3,89.2
42,39,19,99,2,1,0,2,2,0,3,3,76.60000000000001,71.7,31.200000000000003,178.20000000000002
142,50,176,50,2,2,3,3,2,0,1,1,256.6,93.0,320.3,93.5
66,9,58,44,3,2,0,2,2,1,0,2,121.3,18.2,104.4,80.2
35,55,56,4,0,1,3,3,1,2,3,2,62.0,98.5,102.3,9.7
6,178,30,44,1,2,1,0,0,1,1,1,12.3,322.40000000000003,54.5,78.2
58,18,9,32,1,0,1,3,2,3,3,1,103.9,29.4,14.7,61.1
29,142,96,49,0,1,1,3,1,3,2,2,51.2,254.10000000000002,172.3,90.7
1,37,61,55,1,3,0,3,3,3,3,3,0.2999999999999998,68.10000000000001,106.8,100.5
8,67,126,29,0,3,2,3,0,1,1,0,14.4,124.10000000000001,228.8,56.7
21,38,49,18,2,3,0,1,3,3,0,0,37.800000000000004,69.9,88.2,33.9
58,162,13,45,3,1,2,2,2,3,0,2,106.9,290.1,26.400000000000002,82.0
16,44,8,52,1,1,3,1,3,2,3,2,27.3,78.7,15.899999999999999,93.10000000000001
5,11,48,152,3,1,2,1,0,3,0,0,13.5,18.3,89.4,275.1
69,36,65,47,0,2,0,0,2,0,1,2,122.2,67.8,116.0,82.60000000000001
13,62,68,7,2,2,3,3,2,0,1,0,24.400000000000002,114.60000000000001,125.9,17.1
9,38,3,42,0,0,3,1,3,2,3,3,13.2,66.4,6.9,74.10000000000001
56,67,19,10,3,0,2,3,2,3,2,1,103.3,117.60000000000001,35.2,21.5
67,33,125,2,3,2,0,1,2,3,0,3,123.10000000000001,59.4,225.0,2.0999999999999996
37,23,185,66,0,3,1,0,0,0,2,2,66.60000000000001,45.9,332.5,116.8
4,70,4,38,3,3,1,2,0,1,3,3,11.7,129.5,5.699999999999999,68.4
51,60,37,28,3,0,2,0,0,3,0,1,96.3,105.0,69.60000000000001,49.4
132,74,56,119,3,3,1,3,0,3,1,1,242.1,134.70000000000002,101.3,217.70000000000002
13,63,149,52,1,2,2,1,0,0,0,1,24.900000000000002,116.4,271.2,94.10000000000001
9,58,42,14,1,1,0,3,2,1,2,0,15.7,104.9,73.60000000000001,29.7
68,10,66,49,3,1,2,3,3,1,1,1,123.9,18.5,120.8,91.7
26,29,1,6,1,3,2,0,3,3,3,2,45.300000000000004,53.7,1.7999999999999998,8.8
31,51,31,37,2,1,3,2,0,3,2,3,58.800000000000004,90.3,58.300000000000004,66.60000000000001
24,131,54,98,1,1,3,2,2,3,0,3,42.7,234.3,101.7,176.4
64,11,32,40,3,2,2,2,0,2,2,1,119.7,20.8,58.6,74.0
155,13,1,63,0,0,3,1,3,2,1,3,276.0,21.400000000000002,5.3,111.9
47,43,68,34,3,2,2,2,3,2,1,1,86.10000000000001,78.4,124.4,63.2
57,31,60,50,2,2,3,2,2,1,0,1,103.60000000000001,57.800000000000004,112.5,92.0
31,188,65,14,3,0,0,0,1,1,1,0,59.300000000000004,337.40000000000003,116.0,25.2
68,139,84,118,1,1,1,2,2,0,0,1,121.9,251.70000000000002,152.70000000000002,214.4
1,22,153,9,1,2,1,1,0,1,0,0,3.3,41.6,276.90000000000003,17.7
40,2,42,33,1,0,1,0,1,2,3,1,72.5,1.6,74.10000000000001,58.4
70,142,16,151,3,2,1,1,3,3,3,3,127.5,255.60000000000002,27.3,270.3
63,19,49,63,2,2,2,2,2,3,0,2,114.4,34.2,91.2,114.4
190,64,61,59,0,3,2,1,1,2,1,0,341.0,117.7,111.8,107.7
124,13,43,182,3,3,0,1,2,2,1,3,225.70000000000002,25.900000000000002,76.4,326.1
55,63,15,47,0,1,2,1,3,1,2,2,96.0,113.9,28.0,84.10000000000001
185,52,54,13,3,3,1,1,0,2,2,3,337.5,96.10000000000001,96.7,21.900000000000002
28,23,22,44,2,1,2,1,0,3,1,3,53.4,39.9,41.6,77.7
19,177,13,125,2,3,2,3,3,2,2,2,34.2,321.1,24.400000000000002,227.5
49,16,17,13,1,2,2,3,2,3,3,3,87.7,28.8,30.6,24.900000000000002
63,198,75,58,0,2,0,0,2,3,2,1,111.4,356.40000000000003,133.0,103.4
54,35,75,24,2,0,3,3,1,3,0,0,99.2,60.0,139.5,47.7
43,0,35,27,1,3,2,2,0,1,0,2,78.9,0.0,66.0,49.6
37,74,63,117,1,3,3,3,0,1,2,2,68.10000000000001,136.70000000000002,115.9,213.1
64,106,15,34,3,3,3,0,3,1,0,1,116.7,194.3,31.5,60.2
6,55,57,1,3,1,0,0,0,2,3,3,15.3,98.5,99.60000000000001,0.0
192,26,52,37,0,0,0,1,0,1,2,3,345.6,45.800000000000004,91.60000000000001,65.10000000000001
76,129,70,21,1,2,3,2,3,0,1,2,135.3,235.20000000000002,129.5,38.800000000000004
151,70,185,30,1,3,2,2,0,1,0,2,273.3,129.5,336.0,55.0
34,13,199,177,1,0,0,3,0,1,2,0,62.7,22.400000000000002,356.2,323.1
54,77,0,21,1,1,1,2,2,3,0,1,96.7,137.1,0.0,39.800000000000004
32,60,4,36,2,1,2,1,3,3,1,0,57.6,106.5,9.2,66.3
51,24,19,6,0,0,2,3,0,1,1,1,91.8,42.2,36.2,14.3
181,30,189,76,1,3,2,2,3,1,3,0,324.3,57.5,340.2,139.8
51,41,47,66,1,0,0,2,3,2,3,2,90.3,71.8,81.60000000000001,119.8
82,16,69,8,2,2,1,3,1,1,2,2,149.6,30.8,123.7,16.9
10,63,62,59,2,1,1,0,0,0,2,2,21.0,114.9,111.10000000000001,104.2
7,118,40,76,2,3,2,3,1,1,1,1,14.6,215.9,74.0,140.3
64,69,49,21,3,3,2,0,0,1,1,0,119.7,127.69999999999999,90.2,37.800000000000004
16,46,57,167,2,2,2,2,1,2,3,2,30.8,83.8,102.60000000000001,301.6
10,196,52,99,3,2,3,3,3,3,3,2,19.5,352.8,95.10000000000001,180.70000000000002
59,49,55,50,2,2,1,2,2,1,1,0,107.2,90.2,99.5,93.0
37,63,157,36,0,2,0,3,2,0,2,3,64.60000000000001,116.4,280.6,66.3
33,21,53,42,0,0,2,1,3,3,2,3,56.4,34.800000000000004,96.4,74.10000000000001
181,20,109,42,2,1,1,3,3,1,1,0,325.8,36.5,196.70000000000002,80.10000000000001
6,40,17,33,2,1,1,2,1,2,2,3,12.8,71.5,30.1,59.4
33,14,42,26,2,3,3,0,2,2,3,1,60.4,27.7,77.10000000000001,45.800000000000004
17,123,50,59,3,0,0,0,2,2,3,1,33.1,219.4,87.0,105.2
192,11,30,41,2,2,0,1,1,2,3,3,347.6,20.8,51.0,72.3
27,16,20,16,0,3,0,2,0,2,2,1,48.6,31.299999999999997,34.0,30.8
42,42,10,157,2,3,0,3,3,2,2,2,75.60000000000001,78.10000000000001,16.0,285.1
200,27,199,32,0,3,0,0,3,1,3,0,357.0,52.1,355.2,57.6
50,1,39,35,3,2,3,3,0,0,3,2,94.5,4.8,71.7,65.5
191,1,144,25,2,1,2,3,3,0,0,2,343.8,3.3,262.2,47.5
41,19,122,115,3,2,3,2,3,1,1,0,75.3,36.2,223.1,210.0
22,50,53,98,3,2,3,1,1,3,2,1,43.1,90.0,97.9,176.9
47,63,26,25,1,1,0,3,0,1,2,0,86.10000000000001,113.9,44.800000000000004,49.5
77,129,45,68,1,1,0,1,0,3,0,1,140.1,230.70000000000002,81.0,122.9
32,8,51,50,0,2,2,1,2,2,3,3,55.6,15.399999999999999,91.8,88.5
77,32,43,37,3,0,3,2,1,1,1,0,142.1,56.6,80.9,69.60000000000001
15,26,57,62,0,0,1,1,2,2,2,0,25.0,44.800000000000004,102.10000000000001,113.10000000000001
15,12,48,44,3,1,2,0,0,3,3,0,31.5,20.1,86.4,79.2
15,50,8,21,1,1,0,3,1,1,1,3,27.5,90.5,13.4,39.300000000000004
76,12,40,5,1,0,3,1,0,1,2,3,138.3,20.6,74.5,7.5
98,28,12,50,1,2,0,0,2,0,1,2,175.9,53.4,20.6,88.0
83,34,50,0,1,3,3,0,3,3,2,1,147.9,62.7,92.5,0.0
51,30,134,26,1,3,1,0,0,0,3,1,93.3,58.5,239.70000000000002,45.800000000000004
187,15,0,31,3,3,1,3,2,2,3,1,339.1,29.5,0.0,59.300000000000004
29,1,105,3,1,1,3,1,2,3,3,1,51.7,0.2999999999999998,190.5,5.9
26,67,67,108,3,1,1,1,1,0,3,0,50.300000000000004,122.10000000000001,119.10000000000001,195.9
17,49,44,19,3,3,3,1,3,0,3,0,32.1,92.7,80.7,35.7
23,66,70,11,0,1,3,1,2,2,2,0,39.4,118.3,128.5,21.3
178,8,6,39,0,2,0,3,1,0,3,1,319.40000000000003,17.4,7.800000000000001,73.7
42,28,49,171,1,3,3,0,2,0,1,3,75.10000000000001,54.9,91.7,304.8
61,127,48,9,2,3,2,0,3,3,3,2,109.8,230.1,86.4,14.2
28,182,1,53,2,1,3,2,0,2,3,2,53.4,327.1,3.3,96.4
30,13,38,62,2,2,0,1,3,0,2,0,54.0,26.400000000000002,66.4,113.10000000000001
62,141,32,46,1,1,3,0,0,2,2,0,113.10000000000001,253.3,60.1,82.8
62,25,40,184,0,0,3,0,3,2,3,0,108.60000000000001,43.0,73.5,331.2
53,22,2,31,1,0,1,2,2,2,0,0,94.9,37.6,5.1,58.800000000000004
19,61,20,66,3,3,3,0,3,0,2,1,35.7,114.3,38.5,117.8
45,49,145,24,1,1,3,0,2,1,2,0,80.5,88.7,263.5,43.2
40,53,82,122,3,0,1,1,0,0,1,0,76.5,95.4,148.1,221.1
64,33,61,2,1,1,1,2,0,1,0,3,116.7,59.9,111.3,3.5999999999999996
86,59,14,9,2,2,3,3,0,0,0,1,157.8,109.2,29.7,19.7
193,56,45,8,2,3,2,2,2,1,3,2,348.40000000000003,104.3,81.0,15.399999999999999
5,80,49,138,2,2,3,1,0,3,3,1,12.0,144.0,89.7,248.9
2,57,91,46,3,1,2,2,3,3,0,2,5.1,101.10000000000001,166.8,83.8
54,66,1,40,0,2,2,0,0,1,2,2,97.2,120.8,2.8,70.0
98,66,51,56,2,3,0,2,2,1,3,3,177.4,122.3,88.8,100.8
129,23,9,34,2,3,1,1,2,2,1,2,233.20000000000002,43.9,16.7,60.7
14,58,38,13,0,0,3,0,2,0,0,2,23.2,104.4,72.9,21.400000000000002
58,10,30,11,0,2,1,0,2,1,1,1,102.4,20.0,54.5,18.8
42,50,4,66,1,3,1,1,3,1,0,1,74.10000000000001,93.5,8.7,119.3
62,2,23,131,2,3,2,3,0,1,1,3,114.60000000000001,7.1,43.4,237.3
67,17,168,39,1,1,2,0,3,3,0,2,119.10000000000001,29.1,305.40000000000003,68.2
184,62,37,26,2,0,1,3,2,2,2,1,332.2,109.60000000000001,66.10000000000001,50.300000000000004
4,196,18,9,0,2,1,2,2,2,1,3,5.2,353.8,32.9,16.2
54,19,14,52,2,3,3,0,1,2,3,1,99.2,36.7,26.7,92.60000000000001
67,42,6,101,0,2,3,1,2,0,1,0,118.60000000000001,78.60000000000001,14.3,183.3
52,65,148,5,3,2,2,1,1,1,1,3,97.10000000000001,119.0,268.40000000000003,7.5
57,63,79,25,1,0,0,1,3,3,3,3,101.10000000000001,110.4,139.20000000000002,43.5
42,41,67,56,3,0,2,2,3,3,2,0,77.10000000000001,70.8,121.60000000000001,103.8
18,84,29,42,1,3,0,3,0,2,0,3,33.9,153.70000000000002,52.2,77.10000000000001
179,51,48,21,0,1,2,0,2,2,0,2,320.2,91.3,89.4,35.800000000000004
9,28,47,34,3,2,1,1,2,3,3,1,18.7,50.4,83.10000000000001,61.7
26,49,160,26,1,3,3,1,1,2,1,2,47.300000000000004,90.7,291.5,46.300000000000004
104,38,59,24,3,0,3,3,0,3,2,1,191.70000000000002,65.4,108.7,46.7
27,62,136,20,2,3,1,0,3,3,3,0,48.6,113.10000000000001,243.3,36.0
7,50,111,11,2,0,1,0,0,3,3,2,15.6,87.0,198.3,17.8
198,138,12,0,1,3,3,2,3,3,0,2,354.90000000000003,249.9,26.1,0.0
25,87,70,36,3,2,1,3,1,2,3,3,48.5,157.6,124.5,66.3
45,14,8,31,0,2,3,1,1,0,2,3,80.0,28.2,16.9,54.300000000000004
177,55,48,1,3,0,0,0,1,3,0,0,322.1,96.0,86.4,1.8
0,21,50,118,0,2,1,2,3,2,3,2,0.0,38.800000000000004,88.5,213.4
52,6,45,68,2,0,2,1,0,2,1,3,96.60000000000001,8.8,83.0,120.9
16,70,61,55,3,0,0,0,3,2,3,0,30.299999999999997,124.0,106.8,99.0
14,64,27,39,2,0,3,2,1,0,0,2,27.2,115.2,53.1,71.2
66,103,78,60,0,2,3,0,1,3,2,2,117.8,185.4,142.9,106.0
34,38,14,24,3,0,0,3,0,0,1,3,65.7,68.4,24.2,44.7
28,68,18,44,1,0,2,3,1,0,2,1,50.9,122.4,33.4,82.7
18,14,15,46,3,0,2,3,2,2,0,0,34.9,23.2,30.0,87.3
33,1,24,30,2,3,3,1,0,2,2,0,62.4,4.3,45.7,55.5
89,56,24,1,2,1,0,1,0,0,1,3,163.20000000000002,102.3,42.2,0.2999999999999998
22,5,170,0,3,0,2,1,3,1,0,2,41.1,8.0,309.0,0.0
27,24,43,24,1,0,1,0,3,3,1,3,47.1,40.2,77.9,40.2
13,1,69,48,0,2,2,2,1,3,1,2,22.400000000000002,1.7999999999999998,126.2,87.4
59,186,7,6,1,2,2,0,1,2,0,2,106.7,335.8,15.6,8.8
36,21,39,131,3,0,2,1,1,2,3,0,68.3,35.800000000000004,70.2,237.3
2,39,51,63,1,2,1,3,3,1,1,3,2.0999999999999996,72.2,92.3,114.9
36,69,96,18,2,2,3,2,3,3,0,1,64.8,124.2,177.3,34.4
26,63,47,8,1,0,2,0,0,2,1,3,48.300000000000004,111.4,86.60000000000001,11.4
23,36,59,46,2,0,0,3,3,3,2,3,41.4,61.8,104.2,84.3
173,20,45,16,0,2,3,3,0,0,2,1,311.40000000000003,39.0,83.5,32.3
42,65,48,21,3,2,1,0,3,1,2,0,77.10000000000001,119.0,85.9,37.800000000000004
85,90,27,4,2,0,2,2,3,2,0,0,153.0,160.0,51.6,10.2
67,30,29,26,3,1,1,0,3,0,3,2,122.10000000000001,55.5,50.7,44.800000000000004
60,11,68,45,0,2,1,0,2,2,0,2,106.0,20.8,123.9,79.0
2,64,31,10,2,3,3,1,2,2,1,0,4.6,117.7,59.300000000000004,19.5
36,6,170,22,2,0,1,3,1,2,1,0,66.8,8.8,306.5,44.1
85,35,64,40,1,0,3,1,3,1,2,1,151.5,62.0,117.7,72.5
13,14,58,42,2,2,2,1,0,1,2,3,26.400000000000002,27.2,105.4,74.10000000000001
59,54,33,68,0,1,0,3,2,1,1,1,104.2,97.7,58.4,125.9
34,50,126,22,3,2,3,0,0,3,1,1,65.7,90.0,230.3,38.6
4,8,164,142,2,2,3,1,2,0,1,2,8.2,17.4,298.7,255.10000000000002
37,0,57,49,0,1,3,0,0,1,1,1,66.60000000000001,0.0,106.10000000000001,87.2
0,27,32,16,0,2,2,3,0,1,1,1,0.0,50.6,59.6,32.3
7,23,43,41,1,1,2,3,3,2,1,2,11.1,40.9,79.4,76.3
22,131,20,2,0,1,1,2,0,3,1,1,39.6,234.3,36.5,5.6
1,147,5,18,1,2,3,2,3,0,1,3,0.2999999999999998,267.6,12.5,32.4
1,70,35,96,3,0,3,0,3,0,2,0,3.3,126.0,65.5,172.8
57,0,21,61,2,1,2,0,0,1,0,1,105.60000000000001,0.0,40.800000000000004,108.8
57,195,38,36,2,0,1,2,2,3,2,1,103.60000000000001,348.0,67.9,66.8
69,57,41,51,2,2,2,0,0,1,3,1,127.2,104.60000000000001,73.8,90.8
39,15,58,28,2,1,3,1,0,0,1,2,73.2,28.5,107.9,49.9
54,128,59,171,0,1,0,3,2,3,0,2,95.2,228.9,106.2,310.3
4,32,12,58,0,2,3,3,2,0,0,0,5.2,60.6,26.1,108.9
125,30,48,7,1,1,3,2,2,1,0,0,224.5,54.5,90.9,15.6
191,2,149,60,0,1,3,1,0,0,2,2,343.8,5.1,270.7,107.5
58,164,42,15,0,2,1,3,2,1,0,2,102.4,297.2,77.10000000000001,29.5
40,19,12,66,0,0,1,3,1,2,3,2,71.0,32.2,20.1,121.3
153,26,43,105,3,0,3,1,3,0,1,1,276.90000000000003,46.800000000000004,80.9,189.5
57,34,8,18,2,2,3,3,2,0,0,1,103.60000000000001,64.2,18.9,35.9
30,50,9,39,2,0,0,2,0,2,0,0,57.0,88.0,16.2,73.2
55,46,147,29,0,0,1,0,1,0,2,2,98.0,82.8,264.1,50.2
28,28,32,24,0,0,0,0,3,2,3,0,47.4,48.4,54.6,43.2
53,192,49,31,0,1,1,1,2,3,2,1,93.4,344.1,87.7,56.300000000000004
159,58,32,20,2,2,1,2,1,1,1,3,288.2,106.4,58.1,36.0
36,130,4,26,2,2,0,1,1,2,2,3,66.8,235.0,5.2,45.300000000000004
49,8,62,7,2,1,3,3,0,2,0,2,91.2,13.9,116.10000000000001,15.100000000000001
194,68,9,64,1,2,2,0,1,3,1,3,349.7,122.4,18.2,112.2
27,68,95,27,3,2,1,3,1,2,1,2,52.1,123.4,171.5,51.1
66,61,21,91,2,1,0,3,1,1,0,2,120.8,110.3,37.800000000000004,166.3
113,22,29,2,1,0,1,3,0,0,3,0,204.9,39.6,50.7,8.1
15,56,70,35,1,1,2,0,0,0,3,2,28.5,102.3,126.0,61.0
65,15,34,18,3,2,2,3,0,2,0,1,121.5,28.0,64.2,35.9
103,37,14,60,2,3,0,1,3,1,0,3,185.4,70.10000000000001,25.2,106.5
151,14,49,54,0,2,2,3,1,1,3,3,270.8,27.2,88.2,98.7
39,44,65,5,2,3,1,0,1,2,1,2,72.2,81.7,117.5,7.0
53,35,27,139,3,0,0,2,3,2,0,0,96.9,61.0,48.6,253.20000000000002
111,40,56,2,1,1,2,1,3,0,3,1,198.3,73.5,100.8,4.1
1,22,64,60,2,3,0,3,0,1,0,1,4.8,43.1,115.2,111.5
11,15,16,46,2,2,0,0,3,0,1,3,19.8,30.0,27.8,79.8
69,63,10,22,2,0,1,1,3,3,3,1,124.2,110.4,16.5,40.1
27,33,119,34,3,1,0,2,1,2,0,0,52.1,58.9,214.20000000000002,64.2
82,26,13,79,0,0,3,2,3,0,2,1,144.6,46.800000000000004,25.900000000000002,144.20000000000002
13,10,37,45,2,0,3,3,1,1,1,1,25.400000000000002,17.0,70.10000000000001,84.5
115,95,20,67,3,1,3,0,3,3,3,2,208.5,169.5,37.5,118.60000000000001
181,34,16,61,1,1,0,0,1,3,3,0,326.3,59.7,25.8,109.8
52,65,196,200,0,0,1,1,2,3,3,3,91.60000000000001,114.0,351.3,358.5
45,14,14,98,1,2,2,3,3,1,1,0,79.5,27.2,27.2,180.9
19,36,68,5,2,2,2,2,3,0,3,0,34.2,67.8,122.4,12.0
52,23,14,116,3,1,3,3,1,3,1,0,97.10000000000001,39.9,28.7,213.3
113,41,51,43,3,0,1,2,1,1,1,1,206.9,72.8,92.3,79.4
43,94,36,190,2,2,1,3,2,3,0,2,78.4,169.20000000000002,66.3,344.5
146,4,11,60,3,3,3,1,2,3,0,1,265.3,8.7,24.3,108.5
51,9,51,147,0,1,3,3,3,0,2,3,88.8,17.7,94.3,266.1
82,72,25,32,2,2,0,0,2,2,2,2,148.6,130.6,43.0,55.6
50,56,24,53,0,3,2,3,2,0,1,3,88.0,105.3,45.2,96.9
18,43,21,41,2,2,0,0,3,2,0,1,32.4,78.4,37.800000000000004,72.8
49,84,98,133,1,2,2,2,1,0,3,3,88.7,154.20000000000002,176.4,239.4
42,36,49,16,2,2,1,0,1,1,3,1,77.60000000000001,66.8,86.7,27.8
31,50,136,68,2,0,1,2,3,3,3,3,55.800000000000004,87.0,243.3,122.4
26,19,194,3,2,2,3,3,3,3,2,3,46.800000000000004,34.2,351.7,6.9
2,22,48,4,1,0,1,1,1,3,0,0,4.1,36.6,87.9,8.7
3,35,28,23,2,1,3,0,3,0,0,1,5.4,64.5,54.9,40.4
31,183,145,7,1,1,3,1,3,2,3,3,54.300000000000004,328.90000000000003,262.5,11.1
58,34,44,62,0,3,2,0,0,3,0,2,104.4,62.7,82.2,109.60000000000001
110,67,38,37,2,0,1,3,3,0,2,0,198.0,120.60000000000001,67.9,71.10000000000001
9,10,70,59,1,3,1,3,1,3,2,2,16.7,19.5,125.5,108.7
135,57,18,9,2,3,1,3,0,2,3,0,246.0,105.10000000000001,30.9,20.7
136,67,31,137,0,0,3,0,1,2,3,1,243.8,118.60000000000001,57.300000000000004,245.6
61,17,70,66,3,0,3,1,2,3,2,2,112.3,27.6,128.5,118.3
20,33,4,69,0,1,3,3,2,2,2,2,34.0,58.9,9.7,126.69999999999999
145,5,49,182,0,3,1,1,1,3,1,1,260.0,10.5,88.7,328.1
24,53,69,86,2,1,1,2,2,0,1,1,44.2,96.9,124.7,156.8
149,35,177,64,3,0,2,0,1,0,0,3,271.7,63.0,321.6,112.2
24,167,43,55,2,0,2,1,1,1,2,3,45.2,299.6,78.4,97.5
132,37,98,2,2,3,2,1,3,1,1,1,237.6,70.10000000000001,178.4,4.1
18,49,34,155,0,2,1,1,1,1,1,0,31.4,90.2,61.7,280.5
64,21,75,174,2,2,0,1,2,2,2,1,116.2,38.800000000000004,133.0,313.7
145,30,17,124,0,3,0,2,3,3,3,1,258.0,55.5,27.6,225.20000000000002
199,28,67,52,3,2,0,3,1,0,1,0,361.7,53.4,119.60000000000001,98.10000000000001
